ticker,name,sector,earnings_date,session,implied_move_mid,implied_move_ask,fair_move,ci_low,ci_high,edge,z,score,structure,detail,entry_side,entry_price,max_gain,max_loss,spread_pct,spread_cost_pct_of_edge,open_interest,conf_mult,n_events,screened,screen_reason,flags,spot,expiry,atm_strike,straddle_bid,straddle_mid,straddle_ask
MRSH,Marsh McLennan,Financials,2026-07-21,BMO,0.07178509435957926,0.08131905220421089,0.03356633352798609,0.026382623901268196,0.040750043154703985,1.1386039765030667,6.818366335353732,0.0,screened out,,,,,,0.265625,49.891506878739335,625,0.8333333333333333,12,True,spread > 10%,spread > 10%,178.30999755859375,2026-08-21,180.0,11.1,12.8,14.5
MSCI,MSCI Inc.,Financials,2026-07-21,BMO,0.08946436810079242,0.09806353102360427,0.05702857024807425,0.047605179441834296,0.06645196105431421,0.5687640021768469,4.411333391852652,0.0,screened out,,,,,,0.1922365988909427,53.02266934735639,50,0.8333333333333333,12,True,spread > 10%,spread > 10%,604.7100219726562,2026-08-21,600.0,48.9,54.099999999999994,59.3
MTB,M&T Bank,Financials,2026-07-15,BMO,0.04126433998149099,0.051580424976863735,0.028684092497580742,0.023429427478696516,0.03393875751646497,0.4385792398686235,3.068291721249035,0.0,screened out,,,,,,0.5,164.00448414972288,206,0.8333333333333333,12,True,spread > 10%,spread > 10%,242.33999633789062,2026-07-17,240.0,7.5,10.0,12.5
MS,Morgan Stanley,Financials,2026-07-15,BMO,0.05004948740820391,0.05196149029795553,0.03645257344233385,0.03155269875940624,0.04135244812526146,0.37300285499402935,3.556377676224035,0.0,screened out,,,,,,0.0764044943820226,28.12407130840098,390,0.8333333333333333,12,True,OI < 500,OI < 500,222.27999877929688,2026-07-17,222.5,10.7,11.125,11.55
NEM,Newmont,Materials,2026-07-23,AMC,0.08316717309117619,0.0876272423105768,0.05923564627536908,0.050601787039259716,0.06786950551147844,0.4040054987254885,3.5523679421207905,0.0,screened out,,,,,,0.10725552050473182,37.27358687749647,336,0.8333333333333333,12,True,spread > 10%,spread > 10%,95.29000091552734,2026-07-24,95.0,7.5,7.925,8.35
NDAQ,"Nasdaq, Inc.",Financials,2026-07-23,BMO,0.05733424040665157,0.06357856361925718,0.026949858719194607,0.020647691707812315,0.033252025730576895,1.1274412234976272,6.178925994870418,0.0,screened out,,,,,,0.21782178217821777,41.10219044005326,8,0.8333333333333333,12,True,spread > 10%,spread > 10%,88.08000183105469,2026-07-24,89.0,4.5,5.05,5.6
NOC,Northrop Grumman,Industrials,2026-07-21,BMO,0.09172951754369098,0.09932731596650175,0.04638875706571113,0.03676994226286969,0.05600757186855256,0.9774083925929131,6.041151619991003,0.0,screened out,,,,,,0.16565656565656572,33.514208154936924,167,0.8333333333333333,12,True,spread > 10%,spread > 10%,539.6300048828125,2026-08-21,540.0,45.4,49.5,53.6
NTRS,Northern Trust,Financials,2026-07-22,BMO,0.09289021910390381,0.10787251250775927,0.04728655832857862,0.03833606490111571,0.05623705175604153,0.9644106567968104,6.529880405288859,0.0,screened out,,,,,,0.32258064516129015,65.7065382433593,71,0.8333333333333333,12,True,spread > 10%,spread > 10%,183.5500030517578,2026-08-21,180.0,14.3,17.049999999999997,19.799999999999997
NUE,Nucor,Materials,2026-07-27,AMC,0.10841360130783871,0.1121520013529366,0.04203441252647734,0.03629991073501779,0.047768914317936895,1.579162995070987,14.835040852004024,0.0,screened out,,,,,,0.06896551724137943,11.263771413089637,247,0.8333333333333333,12,True,OI < 500,OI < 500,227.3699951171875,2026-08-21,230.0,23.799999999999997,24.65,25.5
NSC,Norfolk Southern,Industrials,2026-07-23,BMO,0.07344184172702632,0.085198643833016,0.032342721358432955,0.02463610497803862,0.04004933773882729,1.2707378551458006,6.834728766101382,0.0,screened out,,,,,,0.3201663201663202,57.21194030699417,281,0.8333333333333333,12,True,spread > 10%,spread > 10%,327.4700012207031,2026-08-21,320.0,20.2,24.049999999999997,27.9
PCG,PG&E Corporation,Utilities,2026-07-23,BMO,0.05824111797067882,0.0640652297677467,0.013363853579476842,0.011002429070433145,0.015725278088520537,3.3581080580021436,24.355935082191607,0.0,screened out,,,,,,0.20000000000000007,25.955734495303506,2103,0.8333333333333333,12,True,spread > 10%,spread > 10%,17.170000076293945,2026-07-24,17.0,0.9,1.0,1.1
OTIS,Otis Worldwide,Industrials,2026-07-22,BMO,0.07524969593066927,0.09303598769610019,0.04662285094830172,0.03812482623427564,0.0551208756623278,0.6140088904925773,4.317257923344003,0.0,screened out,,,,,,0.47272727272727283,124.26302497803186,82,0.8333333333333333,12,True,spread > 10%,spread > 10%,73.08999633789062,2026-08-21,72.5,4.2,5.5,6.800000000000001
PFG,Principal Financial Group,Financials,2026-07-27,AMC,0.07529180920654367,0.10514122469079472,0.03115317390452573,0.02530190417013168,0.03700444363891978,1.4168262738585928,9.667658058994661,0.0,screened out,,,,,,0.7928994082840238,135.25300580775496,13,0.8333333333333333,12,True,spread > 10%,spread > 10%,112.2300033569336,2026-08-21,110.0,5.1,8.45,11.8
PGR,Progressive Corporation,Financials,2026-07-15,BMO,0.039225034466530334,0.04204230213539715,0.02507602053102237,0.01963730653890531,0.03051473452313943,0.5642447898781928,3.334129407435241,0.0,screened out,,,,,,0.1436464088397789,39.82281283640101,943,0.8124999999999999,12,True,spread > 10%,spread > 10%,230.72000122070312,2026-07-17,230.0,8.4,9.05,9.7
PLD,Prologis,Real Estate,2026-07-16,BMO,0.03567118743647135,0.041527651045444265,0.03187962782713503,0.026684722377719905,0.03707453327655015,0.1189336221205524,0.935390035996232,0.0,screened out,,,,,,0.328358208955224,308.92108854372077,1282,0.8333333333333333,12,True,spread > 10%,spread > 10%,140.8699951171875,2026-07-17,140.0,4.199999999999999,5.0249999999999995,5.85
PM,Philip Morris International,Consumer Staples,2026-07-22,BMO,0.06442021976958404,0.06827442095237966,0.042910713294821795,0.033924744516646184,0.051896682072997406,0.5012619186024548,3.0677363986626305,0.0,screened out,,,,,,0.11965811965811954,35.83718842938469,283,0.8333333333333333,12,True,spread > 10%,spread > 10%,181.6199951171875,2026-07-24,180.0,11.0,11.7,12.399999999999999
PHM,PulteGroup,Consumer Discretionary,2026-07-22,BMO,0.07094188376753506,0.08336673346693385,0.052828175818971465,0.04190886641017942,0.06374748522776351,0.34287967865168395,2.126006987968228,0.0,screened out,,,,,,0.350282485875706,137.18725878413065,3440,0.8333333333333333,12,True,spread > 10%,spread > 10%,124.75,2026-07-24,125.0,7.300000000000001,8.85,10.399999999999999
PKG,Packaging Corporation of America,Materials,2026-07-22,AMC,0.09966341554483521,0.10971718114804227,0.03717750641086318,0.028908044271999413,0.04544696854972695,1.6807450301646316,9.684056810628544,0.0,screened out,,,,,,0.20175438596491233,32.1793048786453,5,0.8333333333333333,12,True,spread > 10%,spread > 10%,228.77000427246094,2026-08-21,240.0,20.5,22.8,25.1
PNC,PNC Financial Services,Financials,2026-07-15,BMO,0.035528561271448225,0.041284585164587884,0.023942226845861943,0.01891415837467738,0.028970295317046507,0.4839288550801116,2.9532307057730045,0.0,screened out,,,,,,0.32402234636871513,99.3588426108009,569,0.8333333333333333,12,True,spread > 10%,spread > 10%,251.91000366210938,2026-07-17,252.5,7.5,8.95,10.4
